296.801673,
305.473447,
314.616603,
304.941606,
344.415734,
363.159546,
382.704937,
378.364920,
395.935046,
417.174992,
424.225571,
431.020487,
420.287618,
418.749618,
431.383306,
440.232958,
447.660434,
441.551820,
441.750879,
447.179768,
453.235430,
452.272936,
467.990549,
469.662042,
444.681378,
463.776809,
460.436269,
441.033785,
453.192491,
458.897265,
454.234774,
464.921385,
489.944383,
461.115513,
461.807524,
480.432500,
479.191777,
506.810735,
489.494070,
495.335846,
498.203518,
501.906042,
505.169964,
506.748995,
509.369277,
495.688682,
501.277591,
488.306372,
513.963969,
513.035880,
516.380140,
509.922832,
533.807431,
513.555188,
516.302393,
532.278750,
527.869581,
532.881077,
541.551372,
545.322310,
536.114239,
550.502719,
543.365917,
533.280236,
532.583460,
536.812770,
562.392222,
542.561133,
574.360027,
570.364896,
547.457020,
553.500539,
588.305854,
587.198319,
571.401595,
546.434563,
579.322644,
587.793348,
593.371603,
583.149198,
607.815506,
574.154486,
602.280039,
586.854594,
603.552099,
591.021423,
571.462261,
602.010451,
586.266542,
600.465359,
605.546450,
617.220204,
612.037952,
596.106760,
612.844739,
606.442441,
625.651671,
606.367232,
579.835303,
616.293939,
626.444656,
635.611066,
623.326555,
652.438721,
633.159451,
649.796463,
650.904344,
628.632749,
638.242468,
648.590135,
656.927409,
639.743225,
663.635716,
653.826416,
658.104120,
645.967599,
649.108883,
666.520719,
659.228432,
668.107767,
643.279719,
652.474517,
676.812726,
682.792890,
654.438013,
670.256832,
684.335028,
694.038585,
688.108503,
692.088859,
701.124888,
708.867019,
699.322308,
708.159828,
723.170445,
716.788976,
696.059759,
701.460815,
705.212712,
718.789914,
703.726491,
700.960379,
696.682188,
724.187877,
706.656268,
709.607530,
743.155971,
719.570193,
728.772864,
727.078792,
706.900064,
751.467894,
726.366478,
745.626275,
737.655446,
775.813362,
717.095310,
784.102938,
744.134185,
749.557473,
771.656113,
770.448354,
764.839526,
778.826988,
791.524913,
759.959824,
788.759963,
775.298509,
796.363701,
773.055099,
822.768621,
824.222519,
803.067000,
790.309423,
787.848286,
783.995682,
799.653419,
839.383327,
793.044424,
803.798125,
786.911932,
789.096988,
799.499169,
812.771726,
819.586291,
823.853460,
811.103017,
817.435432,
817.358754,
844.802895,
792.789713,
830.902348,
866.580763,
818.196514,
822.387821,
821.122016,
876.521063,
854.833728,
849.054093,
855.644366,
844.232635,
871.748696,
844.617102,
869.719701,
890.413061,
837.753956,
887.620395,
867.745523,
898.110821,
846.919288,
904.021795,
928.695515,
910.783922,
851.914605,
853.855577,
862.615697,
899.681615,
898.128365,
887.730971,
894.875113,
854.821496,
908.839528,
904.036155,
887.083908,
924.093359,
923.390787,
920.636734,
938.711989,
916.838270,
925.961254,
925.115593,
945.338265,
918.747940,
968.106702,
974.432998,
947.758283,
942.730147,
945.753621,
949.978297,
967.496789,
952.060831,
967.559327,
964.290694,
961.415358,
941.999842,
974.983296,
971.210587,
970.248124,
960.834138,
997.351245,
978.730353,
998.563532,
945.000213,
970.644989,
998.385815,
996.782586,
958.707795,
958.408322,
1016.222838,
1002.293239,
1008.668436,
944.906503,
1050.276379,
1050.640084,
1043.498928,
995.981824,
996.243335,
1050.925101,
1037.126544,
1023.459552,
1060.334519,
1027.463137,
1021.628541,
1036.497118,
1067.809831,
1035.398615,
1090.425482,
1055.086492,
1059.457367,
1025.657543,
1040.053327,
1078.402275,
1061.958945,
1073.012459,
1081.231748,
1041.629219,
1123.035221,
1093.655968,
1079.664560,
1024.246607,
1052.385378,
1077.300981,
1078.563011,
1118.581401,
1078.995945,
1110.567658,
1065.391873,
1093.565772,
1131.368568,
1124.794427,
1161.271365,
1161.137430,
1158.084027,
1097.358767,
1103.369807,
1126.726009,
1115.597361,
1156.241010,
1126.649768,
1176.293240,
1146.393376,
1146.368945,
1110.423648,
1162.154410,
1127.941786,
1177.880487,
1096.342366,
1128.734371,
1126.348721,
1142.053995,
1165.146413,
1186.936497,
1150.718031,
1201.507139,
1117.146083,
1189.204133,
1206.937429,
1238.567155,
1211.847506,
1174.555162,
1214.243943,
1139.483815,
1182.166065,
1189.185499,
1223.090721,
1192.637788,
1181.174144,
1202.004170,
1245.623829,
1209.042838,
1247.990820,
1225.373290,
1230.539391,
1265.593366,
1266.342888,
1213.065960,
1224.850993,
1178.595704,
1277.010143,
1265.621501,
1262.771311,
1240.233168,
1281.353506,
1267.258276,
1332.350391,
1269.596234,
1295.511344,
1305.511906,
1292.763170,
1276.359161,
1342.666000,
1310.931379,
1286.831946,
1319.010259,
1318.266561,
1272.932559,
1306.821336,
1315.698189,
1365.095324,
1323.265170,
1343.067337,
1339.953034,
1325.960011,
1368.561822,
1377.903499,
1351.851562,
1398.071730,
1383.047152,
1373.339815,
1288.485063,
1340.773920,
1377.240215,
1326.593801,
1406.306983,
1332.871080,
1326.406381,
1339.733126,
1383.031843,
1432.951091,
1434.338533,
1395.897282,
1437.394088,
1439.559189,
1446.816463,
1478.999686,
1452.263473,
1433.532572,
1410.674936,
1440.275639,
1408.714500,
1459.494073,
1460.322855,
1489.232507,
1432.297773,
1462.554834,
1432.444156,
1469.238943,
1409.821170,
1502.061009,
1428.002689,
1450.640724,
1459.239613,
1502.560381,
1483.650011,
1444.800533,
1509.296821,
1442.080272,
1557.395681,
1517.341554,
1482.602343,
1478.632273,
1530.597697,
1575.097242,
1536.736385,
1478.624230,
1553.563484,
1494.572869,
1525.102425,
1585.234339,
1548.611654,
1577.029521,
1569.969580,
1494.951978,
1541.205856,
1571.792057,
1615.479537,
1556.794998,
1622.096380,
1614.660864,
1548.014165,
1600.593971,
1625.682760,
1561.292450,
1595.188435,
1604.996240,
1618.439920,
1567.776553,
1566.898206,
1626.704123,
1544.391961,
1644.434856,
1583.669880,
1563.671736,
1649.572649,
1566.760856,
1694.804681,
1647.485942,
1652.777754,
1625.885899,
1590.585397,
1717.159483,
1566.239050,
1635.116489,
1652.412387,
1630.112715,
1743.948634,
1665.853747,
1714.351751,
1718.611748,
1658.505809,
1673.487244,
1714.346120,
1801.840345,
1733.998352,
1773.713408,
1737.950266,
1679.598392,
1755.206281,
1706.153312,
1821.597392,
1794.669593,
1681.850071,
1742.036352,
1806.588226,
1730.485114,
1813.536411,
1809.468114,
1776.332460,
1808.771887,
1791.973222,
1825.393739,
1882.055010,
1998.752925,
1872.819594,
1948.946037,
1813.169784,
1564.674277,
1511.194489,
1251.384924,
1041.743870,
