0,14.090600
1,14.003600
2,14.022500
3,14.052500
4,14.068000
5,14.017400
6,14.071900
7,14.001800
8,14.002200
9,14.081200
10,14.011700
11,14.066000
12,14.088000
13,14.006000
14,14.093600
15,14.048400
16,14.084800
17,14.007600
18,14.027400
19,14.012400
20,14.007600
21,14.108200
22,14.008700
23,14.025200
24,14.017700
25,14.096700
26,14.079700
27,14.086400
28,14.102700
29,14.000300
30,14.067700
31,14.074100
32,14.049400
33,14.060700
34,14.027700
35,14.069400
36,14.077000
37,14.023400
38,13.998000
39,14.036400
40,13.998000
41,13.998300
42,13.993500
43,14.004300
44,14.018000
45,14.088400
46,14.034800
47,13.991900
48,14.047000
49,14.027000
50,14.053400
51,14.020500
52,14.027000
53,14.079600
54,14.106400
55,14.052300
56,14.107400
57,14.075400
58,14.076300
59,14.089800
60,14.112400
61,14.005700
62,14.091900
63,14.099800
64,14.071700
65,14.063200
66,14.101600
67,14.089700
68,14.037400
69,14.047100
70,14.051400
71,14.068900
72,14.027700
73,14.097400
74,14.074900
75,14.045500
76,14.082300
77,14.017800
78,14.023900
79,14.025500
80,13.996400
81,13.999000
82,14.025800
83,14.017300
84,14.001700
85,13.995000
86,13.997600
87,14.011600
88,13.997400
89,14.019300
90,14.000100
91,14.000700
92,14.019900
93,14.095900
94,14.003900
95,14.003200
96,14.016400
97,14.017100
98,14.003900
99,14.001700
100,14.046100
101,14.044200
102,14.023400
103,14.045000
104,14.052500
105,14.005700
106,14.030800
107,14.036700
108,14.010100
109,14.079800
110,14.066900
111,14.082200
112,14.098900
113,14.097300
114,14.075500
115,14.068800
116,14.085900
117,14.085700
118,14.079800
119,14.075700
120,14.103200
121,14.078000
122,14.075300
123,14.102200
124,14.093800
125,13.994300
126,14.107100
127,14.082600
128,14.073200
129,14.111800
130,14.090200
131,14.072500
132,14.079500
133,14.097300
134,14.093400
135,14.055300
136,14.069500
137,14.090300
138,14.077900
139,14.095100
140,14.040700
141,14.069800
142,14.064100
143,14.039400
144,14.059100
145,14.063800
146,14.053900
147,14.036400
148,14.034300
149,14.049500
150,14.056600
151,14.025300
152,14.035200
153,14.048500
154,14.042900
155,14.055000
156,14.090000
157,14.035400
158,14.027700
159,14.004100
160,14.021500
161,14.024200
162,14.015700
163,14.016400
164,14.004600
165,14.014200
166,14.007100
167,13.993800
168,14.014200
169,14.005600
170,14.003400
171,14.018900
172,13.992900
173,14.001500
174,14.008100
175,14.026000
176,13.994400
177,14.003700
178,13.993400
179,14.084700
180,13.993000
181,13.999200
182,14.018300
183,13.996900
184,14.102300
185,13.991900
186,13.994900
187,14.000500
188,14.014600
189,14.099800
190,14.005200
191,14.007300
192,14.004500
193,13.996900
194,14.004500
195,14.005600
196,14.020300
197,14.000300
198,13.999000
199,14.037500
200,14.019600
201,14.009100
202,14.013100
203,13.996600
204,14.042000
205,14.010800
206,14.026700
207,14.055300
208,14.034500
